term	gene
K08114	XP_013818869.2
K19933	XP_013818871.1
K19933	XP_013818872.1
K19933	XP_013818873.1
K19933	XP_013818874.1
K19933	XP_013818875.1
K19933	XP_013818876.1
K19933	XP_013818877.1
K19933	XP_013818878.1
K19933	XP_013818879.1
K19933	XP_013818880.1
K19933	XP_013818881.1
K19933	XP_013818882.1
K19933	XP_013818883.1
K19933	XP_013818884.1
K19933	XP_013818885.1
K19933	XP_013818886.1
K19933	XP_013818887.1
K14444	XP_013818888.1
K01197	XP_013818892.1
K11109	XP_013818893.1
K11109	XP_013818894.1
K10044	XP_013818896.1
K09208	XP_013818902.2
K08474	XP_013818912.2
K04257	XP_013818915.2
K04257	XP_013818916.2
K06503	XP_013818924.1
K06503	XP_013818926.1
K04257	XP_013818928.2
K04257	XP_013818930.2
K18932	XP_013818931.2
K04257	XP_013818932.2
K04257	XP_013818933.2
K04257	XP_013818934.2
K04257	XP_013818935.1
K04257	XP_013818936.2
K08474	XP_013818937.2
K00968	XP_013818940.1
K01251	XP_013818949.2
K01251	XP_013818950.2
K24922	XP_013818955.1
K08781	XP_013818957.1
K23337	XP_013818961.1
K00011	XP_013818967.2
K20779	XP_013818970.2
K14611	XP_013818972.2
K24748	XP_013818976.2
K13212	XP_013818981.2
K10319	XP_013818984.1
K15259	XP_013818987.1
K08474	XP_013819004.1
K07541	XP_013819005.2
K05010	XP_013819008.1
K08594	XP_013819029.1
K02153	XP_013819035.2
K06569	XP_013819051.1
K12076	XP_013819063.1
K12076	XP_013819067.1
K00710	XP_013819070.2
K00710	XP_013819071.2
K00710	XP_013819072.2
K12076	XP_013819076.1
K04161	XP_013819077.2
K12076	XP_013819079.1
K25217	XP_013819081.1
K12076	XP_013819083.1
K12076	XP_013819088.1
K23909	XP_013819095.2
K23919	XP_013819106.2
K23919	XP_013819107.2
K23919	XP_013819108.2
K23919	XP_013819109.2
K23919	XP_013819110.2
K18401	XP_013819119.1
K20472	XP_013819122.2
K04257	XP_013819143.2
K06260	XP_013819146.2
K01908	XP_013819152.1
K26226	XP_013819154.1
K26226	XP_013819155.1
K26226	XP_013819156.1
K16533	XP_013819170.2
K16533	XP_013819171.2
K16533	XP_013819172.2
K16533	XP_013819173.2
K23424	XP_013819174.1
K23424	XP_013819175.1
K06572	XP_013819181.2
K14951	XP_013819182.2
K05750	XP_013819185.2
K09294	XP_013819196.1
K09045	XP_013819201.1
K09045	XP_013819202.1
K04423	XP_013819204.1
K02365	XP_013819214.2
K07605	XP_013819230.2
K19730	XP_013819237.1
K13567	XP_013819241.1
K09368	XP_013819252.1
K09053	XP_013819262.1
K11674	XP_013819278.1
K08592	XP_013819289.1
K06087	XP_013819292.2
K14991	XP_013819300.1
K14990	XP_013819303.1
K14990	XP_013819304.1
K14990	XP_013819305.1
K06176	XP_013819311.2
K21872	XP_013819320.1
K21872	XP_013819321.1
K05676	XP_013819323.1
K13880	XP_013819331.2
K14775	XP_013819345.2
K24800	XP_013819348.2
K14288	XP_013819350.1
K21052	XP_013819353.1
K02206	XP_013819354.1
K16810	XP_013819366.2
K26678	XP_013819367.1
K26678	XP_013819368.1
K16810	XP_013819369.2
K18156	XP_013819372.1
K03439	XP_013819373.2
K00600	XP_013819384.1
K24425	XP_013819388.1
K03626	XP_013819389.1
K10997	XP_013819392.2
K10997	XP_013819393.2
K12571	XP_013819394.1
K12571	XP_013819395.1
K12571	XP_013819396.1
K01647	XP_013819401.1
K24990	XP_013819402.2
K22936	XP_013819408.1
K02976	XP_013819411.1
K09220	XP_013819412.1
K04422	XP_013819416.2
K00061	XP_013819419.1
K04257	XP_013819430.1
K24898	XP_013819435.2
K14480	XP_013819436.1
K06845	XP_013819437.2
K06845	XP_013819438.2
K06845	XP_013819439.2
K06845	XP_013819440.2
K01254	XP_013819443.1
K15595	XP_013819444.2
K25553	XP_013819445.2
K02084	XP_013819453.1
K02084	XP_013819454.1
K21413	XP_013819456.1
K19499	XP_013819469.1
K19499	XP_013819472.2
K12557	XP_013819475.1
K12557	XP_013819476.1
K12557	XP_013819480.1
K05011	XP_013819487.2
K19013	XP_013819488.2
K09174	XP_013819505.2
K02295	XP_013819509.1
K02295	XP_013819511.1
K03260	XP_013819515.2
K03260	XP_013819520.2
K21892	XP_013819521.1
K22608	XP_013819536.1
K22608	XP_013819537.1
K03845	XP_013819551.1
K14480	XP_013819562.2
K05026	XP_013819571.2
K18739	XP_013819579.1
K18739	XP_013819580.1
K05668	XP_013819584.1
K00826	XP_013819613.1
K24539	XP_013819628.1
K21749	XP_013819631.1
K08747	XP_013819636.1
K08474	XP_013819641.2
K08474	XP_013819642.1
K08474	XP_013819643.1
K08474	XP_013819646.2
K08474	XP_013819647.1
K08474	XP_013819648.1
K06562	XP_013819651.1
K08474	XP_013819653.2
K06562	XP_013819654.1
K10074	XP_013819665.2
K10072	XP_013819667.1
K10089	XP_013819671.1
K23593	XP_013819672.2
K06545	XP_013819684.2
K04874	XP_013819693.2
K19497	XP_013819700.2
K01331	XP_013819707.1
K04878	XP_013819729.2
K10249	XP_013819730.2
K04879	XP_013819731.2
K11439	XP_013819735.2
K25758	XP_013819761.2
K23851	XP_013819765.2
K10090	XP_013819784.1
K04232	XP_013819788.2
K15029	XP_013819789.1
K23402	XP_013819799.1
K18750	XP_013819804.1
K18750	XP_013819805.1
K11454	XP_013819806.1
K17386	XP_013819807.2
K23507	XP_013819811.2
K18412	XP_013819816.1
K04204	XP_013819897.1
K14763	XP_013819899.2
K26050	XP_013819905.1
K13762	XP_013819907.1
K23430	XP_013819908.1
K02578	XP_013819912.2
K13342	XP_013819916.1
K01047	XP_013819924.1
K06824	XP_013819934.2
K13149	XP_013819935.1
K11498	XP_013819938.2
K23994	XP_013819942.1
K23994	XP_013819943.1
K02978	XP_013819953.1
K06250	XP_013819958.1
K13578	XP_013819960.1
K13578	XP_013819961.1
K13578	XP_013819962.1
K04939	XP_013819969.2
K05249	XP_013819978.2
K01301	XP_013819979.2
K19867	XP_013819980.1
K14439	XP_013819984.1
K04528	XP_013819989.1
K04528	XP_013819990.1
K04528	XP_013819991.1
K04528	XP_013819992.1
K04528	XP_013819993.1
K17505	XP_013820001.2
K23626	XP_013820006.1
K23626	XP_013820007.1
K23626	XP_013820009.1
K23626	XP_013820010.1
K12820	XP_013820015.1
K03341	XP_013820020.2
K14683	XP_013820023.2
K06053	XP_013820025.1
K22763	XP_013820026.2
K16498	XP_013820027.2
K18440	XP_013820029.2
K18440	XP_013820030.2
K18440	XP_013820031.2
K10754	XP_013820042.2
K10754	XP_013820043.2
K01115	XP_013820044.1
K00012	XP_013820045.1
K15720	XP_013820048.2
K08840	XP_013820052.1
K25083	XP_013820053.1
K25083	XP_013820054.1
K25083	XP_013820055.1
K08840	XP_013820063.1
K14696	XP_013820070.1
K21594	XP_013820073.2
K21594	XP_013820074.2
K18762	XP_013820080.2
K04363	XP_013820087.1
K02223	XP_013820089.2
K16461	XP_013820095.1
K01587	XP_013820100.1
K01587	XP_013820102.1
K09222	XP_013820103.2
K04594	XP_013820108.1
K04594	XP_013820109.1
K04594	XP_013820110.1
K09641	XP_013820122.1
K11458	XP_013820123.2
K11458	XP_013820126.2
K04358	XP_013820133.1
K11458	XP_013820136.2
K17107	XP_013820153.1
K13575	XP_013820163.1
K17797	XP_013820166.2
K16726	XP_013820167.2
K09854	XP_013820170.2
K05407	XP_013820172.1
K09782	XP_013820177.2
K08824	XP_013820179.1
K00775	XP_013820187.2
K12603	XP_013820196.2
K06125	XP_013820215.2
K07964	XP_013820217.2
K04440	XP_013820222.1
K04440	XP_013820223.1
K04440	XP_013820224.1
K11844	XP_013820225.2
K04354	XP_013820236.2
K23412	XP_013820238.1
K19352	XP_013820254.2
K19352	XP_013820255.2
K19352	XP_013820256.2
K19352	XP_013820257.2
K20167	XP_013820275.2
K04140	XP_013820290.2
K16586	XP_013820316.2
K04257	XP_013820376.2
K04257	XP_013820377.2
K04257	XP_013820383.2
K04257	XP_013820384.2
K00942	XP_013820389.1
K00942	XP_013820390.1
K17436	XP_013820401.1
K17436	XP_013820402.1
K08062	XP_013820415.1
K08062	XP_013820416.1
K20818	XP_013820432.1
K00719	XP_013820435.1
K20776	XP_013820469.2
K24013	XP_013820474.1
K13120	XP_013820482.1
K04257	XP_013820486.2
K12028	XP_013820487.1
K04257	XP_013820490.2
K04257	XP_013820491.1
K04257	XP_013820492.2
K17726	XP_013820495.2
K17726	XP_013820496.2
K01446	XP_013820500.2
K19678	XP_013820504.2
K15978	XP_013820505.1
K04257	XP_013820523.2
K09228	XP_013820525.2
K04592	XP_013820534.2
K10753	XP_013820536.2
K01889	XP_013820552.1
K00252	XP_013820554.1
K23594	XP_013820556.1
K09228	XP_013820566.2
K04257	XP_013820568.1
K24027	XP_013820585.2
K04257	XP_013820588.2
K04257	XP_013820589.1
K04257	XP_013820591.2
K04257	XP_013820592.2
K09228	XP_013820594.2
K09228	XP_013820595.2
K03248	XP_013820603.1
K06486	XP_013820610.2
K12393	XP_013820616.1
K12393	XP_013820617.1
K13208	XP_013820637.1
K13072	XP_013820652.1
K13072	XP_013820653.1
K24621	XP_013820660.1
K19994	XP_013820673.2
K08620	XP_013820675.2
K12879	XP_013820679.2
K25416	XP_013820685.2
K22986	XP_013820689.2
K14684	XP_013820693.2
K02920	XP_013820703.1
K15680	XP_013820705.1
K05842	XP_013820713.2
K14709	XP_013820718.2
K05427	XP_013820719.1
K04736	XP_013820730.1
K08617	XP_013820731.2
K09228	XP_013820767.2
K09228	XP_013820769.2
K09228	XP_013820770.1
K07840	XP_013820771.1
K10394	XP_013820781.1
K10394	XP_013820782.1
K08202	XP_013820784.2
K00472	XP_013820785.1
K00472	XP_013820787.1
K08020	XP_013820793.1
K10951	XP_013820803.1
K00277	XP_013820824.1
K04257	XP_013820838.2
K04257	XP_013820839.2
K26520	XP_013820841.2
K06842	XP_013820843.2
K10082	XP_013820854.2
K10082	XP_013820855.2
K23333	XP_013820866.1
K06751	XP_013820882.2
K12025	XP_013820883.1
K04257	XP_013820887.2
K04257	XP_013820888.2
K04257	XP_013820889.2
K04257	XP_013820892.2
K04257	XP_013820893.2
K04257	XP_013820894.1
K04257	XP_013820896.2
K04257	XP_013820897.2
K24262	XP_013820898.1
K22673	XP_013820900.2
K18645	XP_013820921.1
K23606	XP_013820940.1
K00714	XP_013820948.2
K23606	XP_013820949.1
K09441	XP_013820952.1
K04136	XP_013820953.2
K02207	XP_013820961.1
K25856	XP_013820973.2
K13195	XP_013820986.1
K01581	XP_013820996.2
K22385	XP_013821026.1
K04991	XP_013821038.1
K01389	XP_013821047.1
K01389	XP_013821050.1
K14611	XP_013821051.1
K14611	XP_013821052.1
K14611	XP_013821053.1
K01389	XP_013821055.1
K01389	XP_013821057.1
K01389	XP_013821060.1
K16726	XP_013821063.1
K16493	XP_013821069.2
K16494	XP_013821071.2
K16494	XP_013821074.2
K14442	XP_013821075.1
K16497	XP_013821076.1
K17385	XP_013821105.1
K05771	XP_013821109.1
K21918	XP_013821110.2
K12171	XP_013821111.2
K12171	XP_013821112.2
K12171	XP_013821113.2
K12824	XP_013821116.2
K12824	XP_013821117.2
K12824	XP_013821118.2
K12824	XP_013821120.2
K12824	XP_013821121.2
K08435	XP_013821122.1
K08793	XP_013821125.2
K24313	XP_013821129.2
K07520	XP_013821132.2
K07520	XP_013821133.2
K14701	XP_013821142.2
K14701	XP_013821143.2
K04515	XP_013821149.1
K14562	XP_013821150.2
K14209	XP_013821156.1
K14209	XP_013821157.1
K14209	XP_013821158.1
K14209	XP_013821159.1
K05197	XP_013821164.1
K05197	XP_013821165.1
K25407	XP_013821167.1
K19202	XP_013821170.2
K12563	XP_013821176.1
K12563	XP_013821179.1
K15148	XP_013821181.1
K13616	XP_013821187.2
K24642	XP_013821192.1
K24642	XP_013821193.1
K01530	XP_013821194.2
K05175	XP_013821197.1
K04298	XP_013821201.1
K24473	XP_013821204.1
K24473	XP_013821205.1
K24473	XP_013821206.1
K08388	XP_013821213.1
K01067	XP_013821215.2
K04299	XP_013821222.2
K04299	XP_013821223.2
K08742	XP_013821228.2
K04352	XP_013821229.1
K04352	XP_013821230.1
K04454	XP_013821231.1
K04454	XP_013821235.1
K24554	XP_013821239.2
K12600	XP_013821248.2
K02976	XP_013821255.2
K13024	XP_013821256.1
K13024	XP_013821262.1
K08889	XP_013821271.1
K08889	XP_013821272.1
K24918	XP_013821274.1
K08857	XP_013821281.1
K20190	XP_013821289.2
K15711	XP_013821297.2
K15711	XP_013821302.2
K24885	XP_013821306.1
K24885	XP_013821307.1
K26405	XP_013821316.1
K19491	XP_013821321.2
K05442	XP_013821322.2
K13208	XP_013821327.1
K13208	XP_013821328.1
K10134	XP_013821332.1
K05415	XP_013821339.2
K08597	XP_013821343.2
K13750	XP_013821345.1
K13750	XP_013821346.1
K13750	XP_013821348.1
K16589	XP_013821349.2
K24943	XP_013821354.2
K23380	XP_013821355.2
K26170	XP_013821373.1
K12967	XP_013821397.1
K06708	XP_013821401.2
K17275	XP_013821402.1
K14844	XP_013821408.2
K22808	XP_013821414.2
K21852	XP_013821415.2
K15636	XP_013821417.1
K22803	XP_013821428.1
K09208	XP_013821429.2
K08654	XP_013821444.2
K00861	XP_013821445.1
K18449	XP_013821447.2
K18449	XP_013821448.2
K18449	XP_013821449.2
K18449	XP_013821450.2
K18449	XP_013821451.2
K16765	XP_013821454.2
K10510	XP_013821458.2
K08841	XP_013821476.2
K21403	XP_013821477.1
K04257	XP_013821486.2
K22900	XP_013821504.2
K22900	XP_013821505.2
K00710	XP_013821515.1
K19626	XP_013821516.1
K01059	XP_013821521.2
K08126	XP_013821522.2
K09348	XP_013821542.2
K05252	XP_013821544.1
K24337	XP_013821548.2
K18460	XP_013821551.1
K27697	XP_013821553.1
K27697	XP_013821561.1
K16470	XP_013821564.2
K17817	XP_013821566.1
K04573	XP_013821584.2
K12012	XP_013821590.2
K11583	XP_013821592.1
K14544	XP_013821593.2
K26545	XP_013821594.2
K10393	XP_013821595.2
K00965	XP_013821599.1
K17199	XP_013821601.2
K10990	XP_013821609.1
K10990	XP_013821610.1
K11536	XP_013821612.1
K11536	XP_013821613.1
K13291	XP_013821620.1
K13291	XP_013821622.1
K14836	XP_013821642.2
K08119	XP_013821643.1
K05722	XP_013821646.1
K05722	XP_013821647.1
K09228	XP_013821651.1
K05855	XP_013821654.1
K04257	XP_013821664.2
K04257	XP_013821667.1
K09229	XP_013821672.2
K04257	XP_013821685.1
K10728	XP_013821687.2
K01623	XP_013821695.1
K06674	XP_013821697.1
K19872	XP_013821703.1
K24469	XP_013821717.2
K17921	XP_013821724.1
K14614	XP_013821725.2
K23620	XP_013821748.1
K03994	XP_013821764.2
K17834	XP_013821781.2
K18426	XP_013821815.1
K18426	XP_013821816.1
K23449	XP_013821838.2
K15042	XP_013821865.1
K20302	XP_013821869.1
K15203	XP_013821886.2
K08212	XP_013821887.2
K00272	XP_013821888.2
K12351	XP_013821894.1
K16762	XP_013821896.1
K24123	XP_013821899.2
K11466	XP_013821906.2
K27304	XP_013821907.2
K27304	XP_013821908.2
K26125	XP_013821928.2
K01476	XP_013821933.1
K04427	XP_013821934.1
K25593	XP_013821936.2
K14572	XP_013821937.2
K22456	XP_013821938.1
K02605	XP_013821945.2
K23961	XP_013821968.2
K17622	XP_013821980.1
K09420	XP_013821984.2
K15281	XP_013822013.2
K05051	XP_013822014.2
K27060	XP_013822040.2
K15710	XP_013822042.1
K16675	XP_013822080.2
K01148	XP_013822092.1
K04303	XP_013822093.1
K18438	XP_013822099.1
K04181	XP_013822104.2
K02085	XP_013822137.2
K02085	XP_013822138.2
K02085	XP_013822139.2
K03511	XP_013822156.2
K16483	XP_013822161.2
K16483	XP_013822162.1
K16483	XP_013822163.2
K16483	XP_013822164.2
K23610	XP_013822170.2
K14079	XP_013822182.2
K14079	XP_013822184.2
K14079	XP_013822187.2
K00774	XP_013822200.1
K24068	XP_013822208.2
K15211	XP_013822225.1
K23605	XP_013822230.2
K02183	XP_013822233.1
K15258	XP_013822259.1
K24235	XP_013822269.1
K24235	XP_013822270.1
K08847	XP_013822278.2
K14790	XP_013822282.2
K00364	XP_013822288.1
K12158	XP_013822292.1
K11801	XP_013822296.1
K11801	XP_013822297.1
K11801	XP_013822298.1
K11801	XP_013822299.1
K24525	XP_013822312.2
K05307	XP_013822319.1
K14396	XP_013822327.2
K02163	XP_013822328.1
K13091	XP_013822340.1
K13867	XP_013822342.1
K13867	XP_013822343.1
K04494	XP_013822376.1
K12884	XP_013822377.1
K12884	XP_013822378.1
K12884	XP_013822379.1
K12884	XP_013822380.1
K12884	XP_013822382.1
K25698	XP_013822392.2
K01172	XP_013822394.1
K24928	XP_013822398.2
K12314	XP_013822406.2
K24865	XP_013822408.1
K17460	XP_013822420.2
K26097	XP_013822431.2
K07232	XP_013822439.1
K18740	XP_013822440.2
K18159	XP_013822441.2
K20826	XP_013822442.2
K23399	XP_013822448.1
K23399	XP_013822451.1
K23399	XP_013822452.1
K04257	XP_013822472.2
K04257	XP_013822473.2
K04257	XP_013822474.1
K04257	XP_013822476.2
K04257	XP_013822479.1
K04257	XP_013822496.2
K04257	XP_013822498.2
K04257	XP_013822499.2
K07434	XP_013822500.2
K10348	XP_013822501.1
K00079	XP_013822510.2
K10649	XP_013822523.1
K06087	XP_013822541.1
K26144	XP_013822555.1
K03861	XP_013822559.2
K01309	XP_013822563.2
K05286	XP_013822580.2
K27491	XP_013822586.2
K25733	XP_013822597.2
K09454	XP_013822600.1
K09454	XP_013822601.1
K01530	XP_013822602.1
K19539	XP_013822605.1
K16728	XP_013822607.2
K07434	XP_013822640.2
K04662	XP_013822646.1
K04662	XP_013822647.1
K19194	XP_013822661.2
K19194	XP_013822662.2
K22865	XP_013822663.2
K01435	XP_013822675.2
K15614	XP_013822679.1
K18051	XP_013822681.2
K00710	XP_013822683.2
K24758	XP_013822685.2
K06091	XP_013822698.1
K18753	XP_013822704.2
K20777	XP_013822706.1
K17701	XP_013822717.1
K17701	XP_013822718.1
K17701	XP_013822719.1
K16449	XP_013822720.1
K16449	XP_013822721.1
K06057	XP_013822725.1
K06057	XP_013822727.1
K24813	XP_013822736.2
K11993	XP_013822745.2
K01511	XP_013822749.1
K01511	XP_013822751.1
K25473	XP_013822752.1
K22370	XP_013822761.1
K22370	XP_013822762.1
K22370	XP_013822764.1
K03754	XP_013822770.1
K08739	XP_013822771.2
K08739	XP_013822772.2
K19675	XP_013822788.1
K07936	XP_013822800.2
K16781	XP_013822834.2
K08416	XP_013822853.2
K00106	XP_013822858.2
K04139	XP_013822866.1
K04459	XP_013822867.2
K16302	XP_013822877.1
K16302	XP_013822878.2
K24509	XP_013822883.2
K25632	XP_013822895.2
K02907	XP_013822897.1
K02907	XP_013822898.1
K04386	XP_013822912.2
K04386	XP_013822913.2
K04386	XP_013822914.2
K04386	XP_013822915.2
K04386	XP_013822916.2
K05171	XP_013822926.1
K15432	XP_013822930.1
K08669	XP_013822934.2
K00904	XP_013822951.1
K23503	XP_013822960.2
K23543	XP_013822962.2
K24692	XP_013822964.2
K08774	XP_013822967.1
K13254	XP_013822976.2
K22942	XP_013822978.1
K12362	XP_013822981.1
K12362	XP_013822984.1
K05173	XP_013823001.2
K24506	XP_013823006.2
K13134	XP_013823019.1
K09653	XP_013823031.2
K18753	XP_013823036.2
K10043	XP_013823037.2
K15420	XP_013823040.1
K11660	XP_013823043.2
K00452	XP_013823046.1
K00452	XP_013823047.1
K24169	XP_013823050.2
K24169	XP_013823051.2
K05684	XP_013823053.2
K05684	XP_013823054.2
K22582	XP_013823056.1
K22582	XP_013823057.1
K22582	XP_013823058.1
K27569	XP_013823077.2
K02889	XP_013823090.1
K05487	XP_013823091.2
K05487	XP_013823092.2
K05486	XP_013823097.2
K14008	XP_013823100.2
K02519	XP_013823112.1
K25392	XP_013823115.2
K25392	XP_013823116.2
K25392	XP_013823118.2
K04519	XP_013823154.1
K22388	XP_013823157.2
K22388	XP_013823161.2
K02916	XP_013823163.1
K03370	XP_013823164.2
K21846	XP_013823167.1
K01025	XP_013823172.1
K05691	XP_013823179.1
K16665	XP_013823182.2
K16772	XP_013823192.2
K04257	XP_013823213.2
K04257	XP_013823216.2
K04257	XP_013823223.2
K04257	XP_013823224.2
K04257	XP_013823225.1
K04257	XP_013823232.1
K22863	XP_013823233.1
K20909	XP_013823238.1
K10485	XP_013823240.1
K13348	XP_013823255.2
K13348	XP_013823256.2
K14386	XP_013823260.1
K14003	XP_013823264.1
K07509	XP_013823276.1
K23339	XP_013823277.1
K11507	XP_013823278.2
K11507	XP_013823279.2
K11507	XP_013823280.2
K09101	XP_013823282.1
K05759	XP_013823288.1
K11964	XP_013823291.1
K14621	XP_013823299.2
K14621	XP_013823300.2
K22804	XP_013823302.1
K02838	XP_013823326.1
K01081	XP_013823328.2
K01081	XP_013823329.2
K26006	XP_013823335.1
K04257	XP_013823336.1
K04257	XP_013823337.2
K04257	XP_013823338.2
K27566	XP_013823362.2
K27566	XP_013823363.2
K27566	XP_013823364.2
K27566	XP_013823366.2
K01056	XP_013823377.2
K03376	XP_013823382.1
K14684	XP_013823386.2
K14684	XP_013823387.2
K10991	XP_013823392.1
K18723	XP_013823399.1
K15225	XP_013823477.2
K15225	XP_013823478.2
K15139	XP_013823513.2
K09428	XP_013823571.1
K22256	XP_013823605.2
K27804	XP_013823610.1
K27804	XP_013823611.1
K27804	XP_013823615.2
K20028	XP_013823629.1
K21871	XP_013823640.1
K21871	XP_013823641.1
K21871	XP_013823642.1
K21871	XP_013823643.1
K21245	XP_013823645.2
K21245	XP_013823646.2
K22855	XP_013823650.2
K24790	XP_013823652.2
K16498	XP_013823658.1
K22909	XP_013823659.2
K18154	XP_013823667.2
K05155	XP_013823677.2
K02520	XP_013823680.2
K09191	XP_013823682.2
K17276	XP_013823684.2
K07767	XP_013823698.1
K07767	XP_013823700.1
K11279	XP_013823713.2
K08063	XP_013823721.2
K09298	XP_013823731.2
K10474	XP_013823740.2
K13113	XP_013823741.1
K18079	XP_013823746.1
K18079	XP_013823747.1
K10693	XP_013823751.1
K06753	XP_013823760.1
K06084	XP_013823762.2
K14943	XP_013823810.1
K06087	XP_013823828.1
K24083	XP_013823846.1
K07837	XP_013823847.1
K05858	XP_013823863.2
K05858	XP_013823864.2
K01071	XP_013823882.2
K15791	XP_013823888.2
K10956	XP_013823889.2
K25481	XP_013823909.1
K04237	XP_013823921.2
K13755	XP_013823926.1
K24613	XP_013823927.1
K01103	XP_013823928.2
K13755	XP_013823930.1
K13755	XP_013823935.1
K25138	XP_013823961.2
K10736	XP_013823967.2
K00477	XP_013823968.2
K10887	XP_013823969.2
K06483	XP_013823973.2
K20217	XP_013823979.2
K03870	XP_013824004.1
K18052	XP_013824007.1
K18052	XP_013824008.1
K18060	XP_013824011.2
K14718	XP_013824018.2
K02183	XP_013824029.1
K20463	XP_013824033.1
K03025	XP_013824043.1
K24537	XP_013824052.2
K04119	XP_013824060.2
K13899	XP_013824066.2
K23903	XP_013824075.1
K11253	XP_013824077.1
K10378	XP_013824078.2
K07374	XP_013824079.2
K06551	XP_013824087.2
K05252	XP_013824089.2
K19683	XP_013824101.2
K27757	XP_013824103.2
K10600	XP_013824104.2
K10600	XP_013824105.2
K23218	XP_013824110.1
K05638	XP_013824129.1
K26128	XP_013824139.2
K15840	XP_013824144.2
K09303	XP_013824149.2
K25606	XP_013824153.1
K09308	XP_013824154.1
K25606	XP_013824155.1
K09070	XP_013824158.2
K23195	XP_013824159.2
K09294	XP_013824164.2
K09525	XP_013824166.1
K04632	XP_013824182.2
K25606	XP_013824183.1
K25606	XP_013824184.1
K20196	XP_013824188.2
K20196	XP_013824189.2
K16812	XP_013824233.2
K12260	XP_013824239.1
K04351	XP_013824267.2
K25374	XP_013824294.2
K25374	XP_013824299.2
K10415	XP_013824325.1
K13303	XP_013824331.2
K11544	XP_013824333.1
K10415	XP_013824345.1
K00681	XP_013824354.2
K23089	XP_013824368.2
K23698	XP_013824375.2
K17597	XP_013824381.1
K04411	XP_013824393.2
K11978	XP_013824398.2
K11978	XP_013824402.2
K03238	XP_013824403.2
K11978	XP_013824404.2
K05293	XP_013824405.1
K11978	XP_013824409.2
K11978	XP_013824410.2
K25376	XP_013824417.1
K11978	XP_013824419.2
K06557	XP_013824427.1
K06557	XP_013824428.1
K05707	XP_013824433.2
K11090	XP_013824434.1
K07436	XP_013824439.1
K04930	XP_013824453.2
K10460	XP_013824456.1
K13248	XP_013824475.2
K02938	XP_013824496.2
K02377	XP_013824514.2
K09566	XP_013824515.2
K00752	XP_013824525.2
K09566	XP_013824529.2
K27754	XP_013824543.1
K27754	XP_013824546.1
K06642	XP_013824562.2
K21842	XP_013824564.1
K05664	XP_013824578.2
K05664	XP_013824581.2
K05664	XP_013824584.2
K23698	XP_013824588.1
K05664	XP_013824589.2
K23698	XP_013824590.1
K05664	XP_013824595.2
K17099	XP_013824596.1
K14356	XP_013824605.2
K09525	XP_013824612.1
K11861	XP_013824646.1
